"Airport.Code","Airport.Name","Time.Label","Month","Time.Month Name","Time.Year","Statistics.# of Delays.Carrier","Statistics.# of Delays.Late Aircraft","Statistics.# of Delays.National Aviation System","Statistics.# of Delays.Security","Statistics.# of Delays.Weather","Statistics.Carriers.Names","Statistics.Carriers.Total","Cancelled","Statistics.Flights.Delayed","Statistics.Flights.Diverted","Statistics.Flights.On Time","Statistics.Flights.Total","Statistics.Minutes Delayed.Carrier","Statistics.Minutes Delayed.Late Aircraft","Statistics.Minutes Delayed.National Aviation System","Statistics.Minutes Delayed.Security","Statistics.Minutes Delayed.Total","Statistics.Minutes Delayed.Weather"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2005/12","12","December","2005","988","896","1213","16","119","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","15","122","3233","18","7079","10452","56610","52134","39695","450","157196","8303"
"ORD","Chicago, IL: Chicago O'Hare International","2005/12","12","December","2005","1870","2586","4713","17","292","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","14","1289","9479","16","18445","29229","114235","168738","303125","674","609512","22736"
"PDX","Portland, OR: Portland International","2005/12","12","December","2005","548","562","353","4","26","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.","12","71","1493","5","3114","4683","24953","30797","11389","127","69323","2057"
"PHL","Philadelphia, PA: Philadelphia International","2005/12","12","December","2005","483","608","893","3","94","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","13","158","2082","9","6722","8971","22002","36854","42180","111","108110","6963"
"PHX","Phoenix, AZ: Phoenix Sky Harbor International","2005/12","12","December","2005","971","1204","784","17","60","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","15","198","3038","14","11752","15002","45483","58048","24629","545","132582","3877"
"SAN","San Diego, CA: San Diego International","2005/12","12","December","2005","643","620","485","9","58","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","15","110","1810","34","5636","7590","27572","30286","16010","282","77392","3242"
"SEA","Seattle, WA: Seattle/Tacoma International","2005/12","12","December","2005","969","928","857","17","64","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","13","104","2834","19","5786","8743","47939","56745","27628","547","137464","4605"
"SFO","San Francisco, CA: San Francisco International","2005/12","12","December","2005","911","766","2505","6","119","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","14","371","4307","35","6259","10972","46898","60349","194437","325","311645","9636"
"SLC","Salt Lake City, UT: Salt Lake City International","2005/12","12","December","2005","1022","840","584","29","166","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.","12","159","2644","10","8656","11469","42784","42255","18738","842","113820","9201"
"TPA","Tampa, FL: Tampa International","2005/12","12","December","2005","558","558","694","10","38","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","14","46","1858","6","4703","6613","26387","34286","24104","432","88510","3301"
"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","2006/01","1","January","2006","1634","1506","4563","7","401","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","13","714","8109","34","24417","33274","116197","122615","277653","203","548821","32153"
"BOS","Boston, MA: Logan International","2006/01","1","January","2006","531","629","1136","4","129","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","13","375","2431","31","7679","10516","29941","44596","56495","352","142186","10802"
"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","2006/01","1","January","2006","372","631","352","3","49","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","15","102","1411","21","7336","8870","17229","34195","13562","121","69353","4242"
"CLT","Charlotte, NC: Charlotte Douglas International","2006/01","1","January","2006","501","546","744","1","67","American Airlines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","11","186","1862","19","7980","10047","25148","31355","23832","52","85478","5091"
"DCA","Washington, DC: Ronald Reagan Washington National","2006/01","1","January","2006","430","398","569","2","77","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","15","260","1473","79","6785","8597","20473","24239","20934","25","71150","5479"
"DEN","Denver, CO: Denver International","2006/01","1","January","2006","1155","909","816","4","75","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","16","214","2958","9","14790","17971","51783","57858","25430","174","140028","4783"
"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","2006/01","1","January","2006","754","1454","1287","6","219","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","15","182","3719","22","21242","25165","53207","74763","37981","448","175158","8759"
"DTW","Detroit, MI: Detroit Metro Wayne County","2006/01","1","January","2006","562","502","562","8","93","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","15","170","1729","10","8041","9950","34572","28082","16322","234","85008","5798"
"EWR","Newark, NJ: Newark Liberty International","2006/01","1","January","2006","340","625","2796","5","148","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","13","362","3914","33","8304","12613","21936","46145","192530","393","273094","12090"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2006/01","1","January","2006","358","433","369","5","39","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","12","27","1202","10","4884","6123","15735","28541","12261","153","59760","3070"
"IAD","Washington, DC: Washington Dulles International","2006/01","1","January","2006","439","577","395","4","46","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","13","237","1458","27","5195","6917","27700","43858","15582","204","91215","3871"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2006/01","1","January","2006","505","797","1340","6","93","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","12","94","2742","129","14561","17526","32904","46139","48070","163","134377","7101"
"JFK","New York, NY: John F. Kennedy International","2006/01","1","January","2006","555","669","990","7","88","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","12","106","2311","40","5781","8238","31597","40211","46852","393","126282","7229"
"LAS","Las Vegas, NV: McCarran International","2006/01","1","January","2006","778","1050","896","7","85","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","15","115","2812","10","12039","14976","35476","55394","32948","209","131307","7280"
"LAX","Los Angeles, CA: Los Angeles International","2006/01","1","January","2006","1234","1010","1031","8","111","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","18","279","3393","22","15392","19086","58128","58651","34119","223","158029","6908"
"LGA","New York, NY: LaGuardia","2006/01","1","January","2006","414","542","2217","3","178","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","15","446","3353","31","7027","10857","22129","41178","122821","75","197850","11647"
"MCO","Orlando, FL: Orlando International","2006/01","1","January","2006","551","629","509","4","53","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","16","70","1748","29","8248","10095","26675","38896","17234","111","86298","3382"
"MDW","Chicago, IL: Chicago Midway International","2006/01","1","January","2006","301","497","317","2","50","American Airlines Inc.,Continental Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","12","121","1167","16","6926","8230","13658","26904","11796","55","55679","3266"
"MIA","Miami, FL: Miami International","2006/01","1","January","2006","347","339","526","2","50","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.","11","35","1265","6","4622","5928","20226","23986","16144","85","63793","3352"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2006/01","1","January","2006","595","401","558","7","74","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","14","95","1635","16","8144","9890","36313","22447","16741","261","80896","5134"
"ORD","Chicago, IL: Chicago O'Hare International","2006/01","1","January","2006","1308","1849","3820","9","188","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","12","1084","7177","106","22461","30828","80222","133127","211851","309","441216","15707"
"PDX","Portland, OR: Portland International","2006/01","1","January","2006","346","326","300","3","19","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","13","35","992","3","3519","4549","14719","17448","9423","55","42972","1327"
"PHL","Philadelphia, PA: Philadelphia International","2006/01","1","January","2006","374","489","1386","4","144","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","13","234","2399","50","6459","9142","18512","35925","84762","105","154422","15118"
"PHX","Phoenix, AZ: Phoenix Sky Harbor International","2006/01","1","January","2006","815","972","644","8","49","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","15","236","2489","20","15465","18210","37980","47345","19094","282","107860","3159"
