Position,Location,Gender,Education,Experience (Years),Salary
C++,New Delhi,Female,B.Tech/B.E.,15,994920
Oracle Banking Trade Finance,Kaithal,Male,B.Com,8,2016523
C++,Bengaluru,Female,B.Tech/B.E.,14,1812161
Prinicipal Data Engineer,New Delhi,Male,B.A,20,728631
C++,Hyderabad,Female,B.Sc,13,715934
C++,New Delhi,Male,B.Tech/B.E.,18,764650
C++,Mumbai Suburban,Male,B.Sc,13,1642433
Oracle Fusion and E,Hyderabad,Male,B.Com,25,1142339
C++,New Delhi,Male,B.Sc,27,1171387
C++,Kolkata,Female,Not Pursuing Graduation,19,1047179
ServiceNow CMDB,Bengaluru,Female,B.Tech/B.E.,27,562059
Tableau,Noida,Female,B.Tech/B.E.,22,1157629
C++,Noida,Male,B.Tech/B.E.,9,2455073
C++,Coimbatore,Female,B.Sc,20,634737
C++,Mumbai,Male,B.Tech/B.E.,5,1500134
Business analyst,Gurugram,Female,BJMC,21,1619535
C++,Noida,Male,B.A,9,1725145
C++,Ghaziabad,Female,B.Tech/B.E.,10,624083
Imanage Support,Bhatkal,Male,course on computer concepts,10,804032
C++,Noida,Male,BCA,12,1070623
"Asset Managemen, Senior Business Analyst",Chennai,Female,B.Des.,11,1038609
Oracle BI ETL Developer,Noida,Female,B.A,19,2159317
C++,Pune,Female,B.Tech/B.E.,25,2472708
Python Fullstack,Prayagraj,Male,BCA,25,1727702
OneShield Dragon,Bengaluru,Female,B.Tech/B.E.,5,1398907
PEOPLESOFT DEVELOPER,Gurugram,Male,B.A,28,1227232
Business analyst,New Delhi,Male,B.Tech/B.E.,23,2213712
C++,Gurugram,Female,B.Tech/B.E.,26,1713639
C++,Hyderabad,Male,B.A,9,643424
DI Esclipe architec,Pune,Male,B.Com,11,1533961
C++,New Delhi,Male,B.Com,15,1562311
C++,Noida,Male,Diploma,17,1790025
DI Esclipe architec,Not Mentioned,Female,B.Com,14,997466
Principal Data,Kochi,Male,BCA,26,909174
Principal Data,Chandigarh,Male,B.A,6,2389893
Principal Data,Chennai,Male,BCA,15,557826
Principal Data,Noida,Male,B.Sc,16,1799843
Principal Data,Gurugram,Female,B.Sc,10,2173312
Principal Data,Amritsar,Female,BCA,27,1536758
Principal Data,Jalgaon,Male,Diploma,21,856712
Principal Data,Kolhapur,Female,B.Sc,16,988245
Principal Data,Bilaspur,Male,B.Tech/B.E.,22,1034152
Principal Data,Noida,Female,BCA,20,1425719
DI Esclipe architec,Thiruvananthapuram,Female,bachelor of arts,14,2316675
DI Esclipe architec,Gurugram,Female,B.Com,16,2170345
Servicenow,New Delhi,Male,BCA,25,1622157
Oracle DBA,New Delhi,Male,B.B.A/ B.M.S,8,2133711
Data Engineer GCP,Mumbai,Male,B.Sc,28,670652
SFDC with NetZero,Gurugram,Male,B.Tech/B.E.,21,2138758
"BA Asset Managemen, Project Manager Business Analyst",Pune,Female,NA,20,1518985
C++,Hyderabad,Female,B.Sc,9,1814939
Servicenow,New Delhi,Male,B.Sc,14,1654136
C++,Gurugram,Male,B.A,24,1540946
Data Engineer GCP,Pune,Male,B.Tech/B.E.,14,511339
C++,Gurugram,Male,B.Tech/B.E.,11,1353196
C++,Bengaluru,Male,B.Sc,17,2497829
Python Fullstack,Hyderabad,Male,Diploma,26,1052063
C++,Bengaluru,Male,HSC,16,1281899
ServiceNow CMDB,New Delhi,Male,B.Tech/B.E.,10,2397832
C++,Gurugram,Male,B.Tech/B.E.,23,1671975
Data Engineer GCP,Pune,Male,BCA,11,1444051
Verilog,Mumbai,Female,B.Tech/B.E.,7,616761
"Product manager,Product owner",Hyderabad,Female,B.Tech/B.E.,10,2175603
"BA Asset Managemen, Senior Business Analyst",Ramnagar,Male,BCA,22,2289636
Python Fullstack,New Delhi,Female,NA,22,1029270
oracle BI ETL Developer,Gurugram,Male,B.A,13,2115486
"BA Asset Managemen, Senior Business Analyst",Noida,Male,B.Com,12,1248531
Python Fullstack,Bilaspur,Female,B.Tech/B.E.,24,1308175
C++,New Delhi,Female,BCA,22,2425591
Oracle Banking,Pune,Female,BCA,10,2455437
Oracle Banking Trade Finance,New Delhi,Male,B.Tech/B.E.,13,734365
ui/ux developer,Noida,Male,Diploma,26,865152
OIC Developer,Pune,Male,B.Com,17,622970
Servicenow Developer,Hyderabad,Male,Diploma,17,623146
"Product manager,Product owner",Mumbai,Female,BCA,9,2251045
C++,Kolkata,Female,B.Tech/B.E.,26,2430321
"BA Asset Managemen, Senior Business Analyst",Navi Mumbai,Female,BCA,9,1008419
ServiceNow CMDB,New Delhi,Male,B.Sc,25,2407280
ServiceNow,Guwahati,Male,B.Tech/B.E.,20,753685
OIC Developer,Bengaluru,Female,B.Sc,21,2156808
saleforce Developer,Bengaluru,Male,B.Com,10,1581392
Servicenow Developer,Chennai,Male,B.Tech/B.E.,7,1116366
"BA Asset Managemen, Senior Business Analyst",New Delhi,Male,B.Tech/B.E.,28,1107374
"Product manager,Product owner",Bengaluru,Male,B.A,15,1710027
"BA Asset Managemen, Senior Business Analyst",Gurugram,Male,B.Sc,26,564682
Oracle BI ETL,New Delhi,Male,BCA,7,1058506
Python Fullstack,Kolkata,Male,B.Com,22,2244908
servicenow,Pune,Male,B.Tech/B.E.,22,755683
"BA Asset Managemen, Senior Business Analyst",New Delhi,Female,B.Com,7,1103661
Salesforce Developer,New Delhi,Male,Diploma,16,1006088
C++,New Delhi,Female,BCA,21,1488388
C++,Nagpur,Male,B.Tech/B.E.,24,2037183
"Product manager,Product owner",Noida,Female,B.A,14,1463054
ORACLE BANKING TRADE FINANCE,Mumbai,Male,B.A,12,1387068
,New Delhi,Female,B.A,14,1293038
Tableau,Tiruchirapalli,Male,B.Tech/B.E.,5,814952
Oracle BI ETL,Mumbai,Female,BCA,24,2437342
Tableau,New Delhi,Female,B.Sc,25,2071732
ORACLE BANKING TRADING TRADING FINANCE,Pune,NA,B.Tech/B.E.,19,1286554
Python Fullstack Developer,Bengaluru,Male,BCA,9,1623264
salesforce developer,Pune,Male,B.Com,26,1444430
data science,Pune,Male,B.Com,14,1207662
C++,Noida,Male,B.Tech/B.E.,12,1596014
OPENSHIFT VIRTUALIZ,Bengaluru,Male,B.Tech/B.E.,23,1119714
UI/UX Designer+Figma,Noida,Male,B.Com,12,2252111
Cyber Security,Dindigul,Female,B.B.A/ B.M.S,13,1845296
,Noida,Female,BCA,25,908183
ndp design chassis,Mumbai,Female,B.Tech/B.E.,28,2357956
Jawa with flowable,Bengaluru,Female,BCA,28,2425841
Oracle BI ETL Devel,Siliguri,Male,B.B.A/ B.M.S,13,1934124
Python Fullstack developer,Kolkata,Male,B.Tech/B.E.,12,2478668
Salesforce Developer,Hyderabad,Female,B.Tech/B.E.,21,2409502
Product Manager product owner,Bengaluru,Male,B.Com,6,1076324
Tableau,Mumbai,Male,B.Sc,26,986488
java with flowable,New Delhi,Female,B.Com,18,2025339
C++,New Delhi,Female,B.Com,8,1117412
product manager product owner,New Delhi,Male,B.Tech/B.E.,8,1014991
DATABASE ADMINISTRATOR,Noida,Male,BCA,26,1172514
Oracle BI ETL Devel,Hyderabad,Female,B.Tech/B.E.,25,892682
ORACLE FUSION EBS,Gurugram,Male,B.Tech/B.E.,11,1733969
snowflake,"Noida, Delhi - Uttar Pradesh",Male,B.Tech/B.E.,16,2223887
Tableau,Bengaluru,Female,B.Com,14,2027579
Oracle BI ETL Devel,Pune,Male,B.Tech/B.E.,8,1703338
Product Manager Product owner,Mumbai,Female,B.Tech/B.E.,10,675663
UI/UX Developer,Noida,Female,B.Com,26,1826125
Supply Chain,New Delhi,Female,B.Com,27,1111215
TABLEAU,Navi Mumbai and pune - Maharashtra,Male,B.Tech/B.E.,23,1434413
Oracle Banking,Bengaluru,Male,BCA,10,1299171
Oracle BI ETL Devel,Lucknow,Male,B.Tech/B.E.,16,1658643
LINUX ADMINISTRATOR,Ahmedabad,Female,B.B.A/ B.M.S,19,2065137
"BA Asset Managemen, Senior Business Analyst",Noida,Male,B.Com,12,2004381
ui,Bengaluru,Male,B.Sc,23,1619549
product manager,New Delhi,Male,B.Tech/B.E.,21,842069
"UI/UX Designer+Figma,",Chennai,Male,BCA,28,997344
devops,Jamshedpur,Male,NA,11,943481
Data Science,Pune,Male,B.Tech/B.E.,11,2355100
Selenium Python,"New Delhi, Delhi, NOIDA, Pune - Delhi",Male,B.B.A/ B.M.S,28,821466
NDP Design Chassis,New Delhi,Male,B.Tech/B.E.,7,1672298
product manager,Bengaluru,Female,B.Tech/B.E.,12,1405683
Python developer,Bengaluru,Female,B.Sc,21,1035439
Java with Golang,Chennai,Male,BCA,18,2281861
Cyber Security,Pune,Male,B.A,11,1197212
C + Linux,Bengaluru,Male,B.Tech/B.E.,6,1379032
Snowflake Data Engi,Chennai,Male,B.Sc,16,2099428
UI/UX Designer+Figma,Noida,Male,B.Tech/B.E.,19,1643298
Oracle EBS,Mumbai,Female,B.Tech/B.E.,20,2021681
Front End Developer,New Delhi,Male,BCA,12,2486873
"Data Engineer Spark, Big data developer",Visakhapatnam,Female,B.Sc,27,632006
GCP Devops / Admin,Mohali,Female,B.Tech/B.E.,6,1247149
Network Engineer,Bengaluru,Female,BCA,28,1502994
Product Manager,Kolkata,Male,NA,18,769412
"Linux,Unix",Bengaluru,Male,B.Tech/B.E.,13,1649617
Selenium-Python,Kanpur,Male,B.Com,9,1143078
oracle webcentr,Bengaluru,Male,B.Tech/B.E.,24,1121696
cypress with automation testing,Gurugram,Female,B.Tech/B.E.,15,591008
BMC control admin,Lucknow,Male,B.Com,21,778608
Product Manager,Gurugram,Male,B.Sc,24,1545992
ORACLE EBS ANALYST,Nagpur,Male,B.Sc,17,658775
NDP Design Chassis,Bengaluru,Male,B.Tech/B.E.,19,1836520
SFDC PRINCIPAL CONSULTANT,Nagpur,Female,Diploma,22,1343614
drupal cms+php,Pune,Female,BCA,14,2002432
RISK AND PORTFOLIO,New Delhi,Female,B.Tech/B.E.,10,1390600
,New Delhi,Male,BCA,25,1689585
Servicenow Developer,New Delhi,Male,BCA,21,1418295
NDP DESIGN CHASSIS,Gudivada,Male,B.Tech/B.E.,10,2013542
,New Delhi,Female,B.Sc,25,781545
Snowflake Data Engi,Siliguri,Female,B.Sc,16,1816536
RPA DEVELOPER,nioda - Uttar Pradesh,Male,Diploma,21,924375
Imanage Support,Noida,Male,B.Tech/B.E.,24,743561
clm,Mumbai,Male,B.B.A/ B.M.S,23,805767
,New Delhi,Male,B.Sc,26,1291237
Cuda Developer,Hyderabad,Male,B.Tech/B.E.,6,1374660
data science,Pune,Male,B.A,15,2216701
,New Delhi,Male,B.Com,17,877531
java full stack Developer,Noida,Male,B.Tech/B.E.,24,1698275
,Noida,Female,B.Tech/B.E.,15,2278275
Cuda Developer,Gurugram,Male,B.Sc,18,1241116
Risk and portfolio,New Delhi,Male,B.A,11,928752
ORACLE EBS,Jaipur,Female,B.Sc,10,995723
,Kolkata,Male,BCA,26,523782
Catia BIW,Indore,Male,B.Tech/B.E.,19,2004866
imanage support,Bengaluru,Female,B.Tech/B.E.,9,921334
"NPD Design-Chassis, Senior Lead Engineer",Hyderabad,Female,B.Tech/B.E.,20,802776
UI/UX Designer+FIGMA,Mumbai,Male,B.Sc,25,2231228
,Noida,Male,B.Tech/B.E.,23,2073673
php developer,Bilaspur,Male,B.Com,8,2412920
UI/UX Designer,New Delhi,Male,BCA,19,1431107
mainframe suport,Pune,Female,B.Sc,9,2245670
UI/UX Designer+fixma,New Delhi,Male,B.Sc,21,564298
React Native,Noida,Male,B.Tech/B.E.,26,1314743
Selenium Python,Pune,Male,B.Tech/B.E.,8,1351954
AWS CLOUD,Hyderabad,Female,B.Com,25,1523865
Oracle cloud EBS Financial consultant,"Mumbai, Maharashtra, pune - Maharashtra",Male,B.Tech/B.E.,8,975582
Java Flowable,Kolkata,Male,BCA,22,1539369
ibm api connect,Navi Mumbai,Female,B.Tech/B.E.,7,1352910
Servicenow Developer,New Delhi,Male,B.A,27,2391490
Oracle Insurance Policy Administration,Guwahati,Male,NA,7,2086207
Nomad Developer,Bengaluru,Female,Diploma,18,2062158
JAVA WITH FLOWABLE,Bengaluru,Male,B.Tech/B.E.,11,1146129
middleware administrator,Chennai,Male,B.Com,18,1862131
Oracle Product Engi,New Delhi,Male,B.Com,6,1664459
Data Engineer,Bengaluru,Male,B.A,18,2118632
java fullstack,Gurugram,Male,B.Com,14,1152597
UI developers,New Delhi,Female,B.A,12,1725600
Catia BIW,Kolkata,Male,B.Tech/B.E.,27,1349832
Network Engineer,Pune,Male,B.Com,18,1809768
Snowflake Data Engi,New Delhi,Male,B.Tech/B.E.,19,1314154
Liferay Developer,New Delhi,Male,B.Tech/B.E.,12,1769490
Product Manager,New Delhi,Male,B.Sc,22,1373310
UI Developers,Nagpur,Male,B.Tech/B.E.,14,719799
C + Linux,Noida,Male,Diploma,8,1523552
NPD-Interior Trims,Mumbai,Male,BCA,17,667481
UI/UX Designer+FIGMA,New Delhi,Male,B.Tech/B.E.,27,1277074
Servicenow,Tiruchirapalli,Female,B.Tech/B.E.,24,2352997
Python full stck developer,Mumbai,Male,B.Tech/B.E.,19,1825214
HR Data Business An,New Delhi,Female,B.Com,27,2457620
Network Engineer,Pune,Female,B.A,14,1988589
OneShield Dragon Designer,Bengaluru,Male,B.Com,19,541086
Oracle,Pune,Male,B.Com,17,1631852
Workday integration,Pune,Male,B.B.A/ B.M.S,27,1263117
HR Data BA,Noida,Male,B.A,6,1667922
HR Data BA,Bengaluru,Male,BCA,27,1368825
Cybersecurity,Noida,Female,B.A,24,2365215
Python Fullstack developer,Dindigul,Female,B.Tech/B.E.,6,1383082
Ping identity,Noida,Male,B.Tech/B.E.,19,2422816
Ping identity,"Mumbai, Maharashtra - Maharashtra",Female,B.A,5,2413692
Ping identity,Bengaluru,Female,B.B.A/ B.M.S,22,2358437
Ping identity,Siliguri,Female,Diploma,21,760924
HR Data Business An,Kolkata,Male,B.Tech/B.E.,7,837322
React Native,Hyderabad,Male,B.Tech/B.E.,16,2205995
Linux admin,Bengaluru,Male,B.Tech/B.E.,6,670465
Linux admin,Mumbai,Male,B.Tech/B.E.,13,1283599
NDP Exterior,New Delhi,Male,B.A,24,2192752
Ping identity,New Delhi,Female,B.Tech/B.E.,12,628241
Big data developer,New Delhi,Female,NA,19,612395
Java Full Stack,Noida,Female,B.Tech/B.E.,28,829543
Supply Chain,Hyderabad,Female,B.Com,17,2401860
UX Desinger with Figma,Gurugram,Male,B.Sc,28,723872
IBM Datapower,"Noida, Delhi - Uttar Pradesh",Female,Diploma,14,1202922
"Linux Administrator,",Bengaluru,Female,B.Com,9,1557169
DI Eclipse Architect,Pune,Female,B.Sc,6,1720632
Cuda Developer,Mumbai,Male,Diploma,23,1330131
Data Scientist,Bengaluru,Female,B.Tech/B.E.,23,1606339
Cuda Developer,Noida,Male,B.Tech/B.E.,25,1324883
Cuda Developer,Noida,Male,Diploma,9,2325641
Product Manager,Noida,Female,B.Tech/B.E.,27,547288
Cuda Developer,Pune,Male,B.A,19,2497196
C++,Noida,Female,B.Sc,11,902817
COMPLIANCE TRANSACTION MONITORING,Pune,Male,B.Tech/B.E.,26,1653534
"Windows, Linux,",Nagpur,Male,B.Tech/B.E.,9,1232321
C programming,Bengaluru,Male,Diploma,9,1476118
ORACLE EBS ANALYST,Lucknow,Male,B.Tech/B.E.,12,1860962
ServiceNow CMDB,Pune,Male,B.Tech/B.E.,6,1742302
C++,Faridabad,Female,B.A,23,952153
Java/C++,New Delhi,Male,BCA,25,655937
"Lead Bankfast Engi,",Pune,Female,B.Com,15,1666372
Linux Administrator,New Delhi,Female,B.B.A/ B.M.S,18,1937690
IT Asset Management,Bengaluru,Male,B.Tech/B.E.,14,2118178
Network Engineer,Dehradun,Male,B.Com,10,865180
Cuda Developer,New Delhi,Female,B.Tech/B.E.,13,1482869
Oracle,New Delhi,Male,B.A,27,1711346
C++,Chennai,Male,B.Sc,13,2115683
Oracle,New Delhi,Female,B.Tech/B.E.,5,2353791
Python,Bengaluru,Female,B.Sc,8,2320414
Risk and portfolio,Jalgaon,Female,B.Com,21,1007160
ServiceNow Developer,Bengaluru,Female,B.Sc,6,694854
ServiceNow Developer,Pune,Male,Not Pursuing Graduation,21,1067435
ServiceNow Developer,Pune,Male,B.Tech/B.E.,10,2235609
ServiceNow Developer,Mumbai,Male,B.Tech/B.E.,23,876318
ServiceNow Developer,Ghaziabad,Female,B.Tech/B.E.,14,2141542
Catia BIW,New Delhi,Male,B.Sc,20,2396334
Product Manager,Bengaluru,Female,B.Tech/B.E.,6,2150622
Distributed Support,Pune,Male,BJMC,20,2168113
PeopleSoft Developer,Chennai,Male,B.A,20,1420242
Workday integration,Gurugram,Male,B.Tech/B.E.,23,2134376
Workday integration,Hyderabad,Male,course on computer concepts,21,551989
PeopleSoft Developer,Pune,Male,BCA,19,706466
Distributed Support,Pune,Male,B.Des.,23,1815382
Distributed Support,vishakapatnam - Andhra Pradesh,Female,B.A,12,657048
PeopleSoft Developer,Chennai,Female,B.Com,10,1162917
Distributed Support,Chennai,Female,B.Com,26,1635614
Distributed Support,Chennai,Female,BCA,21,2214579
Distributed Support,Bengaluru,Male,B.Tech/B.E.,13,2125801
IManage Support Specialist,Pune,Female,B.Tech/B.E.,26,2163986
Front End Developer,Pune,Male,B.Tech/B.E.,14,2219756
MS Dynamics 365 CRM,Mumbai,Female,B.Tech/B.E.,9,2118390
Cuda Developer,Pune,Male,B.Tech/B.E.,21,784723
Cuda Developer,Mumbai,Male,B.Tech/B.E.,24,2159256
"Business analyst,data analyst",New Delhi,Male,NA,15,1270361
SECURITY PROFESSIONAL,Noida,Female,B.A,5,502689
Javascript,Ahemdabad - Gujarat,Male,B.Tech/B.E.,18,597677
UI Angular,Noida,Male,B.Tech/B.E.,11,1655911
Salesforce(Camera ON),Noida,Female,B.Tech/B.E.,17,1994127
GCP Data engineer,Patna,Male,B.Tech/B.E.,7,2329719
ServiceNow General,Bengaluru,Male,B.Tech/B.E.,15,1084559
Cuda Developer,Lucknow,Male,BCA,8,881586
Risk and portfolio,Mumbai,Male,B.Sc,6,1656579
sfdc,Noida,Female,B.Sc,21,2383208
"Cloud data architect,data Architect",Ghaziabad,Male,B.Tech/B.E.,21,1737423
Cuda Developer,Pune,Male,B.Tech/B.E.,15,2233571
Senior Infrastructure,Navi Mumbai,Male,B.Sc,27,580665
Java With Flowable,Noida,Male,B.Com,27,859081
servicenow,Pune,Male,B.Tech/B.E.,27,1664205
Ping Identity,Nagpur,Female,B.Tech/B.E.,13,1931140
Cuda Developer,Hyderabad,Male,B.A,11,1536934
Senior Data Scientist,Noida,Male,B.Tech/B.E.,23,779611
Lead Data Engineer,Chennai,Female,B.Tech/B.E.,25,1956924
Supply Chain Wareho,New Delhi,Male,B.Tech/B.E.,17,2370119
Cuda Developer,Visakhapatnam,Female,B.Tech/B.E.,23,1824753
Data Engineer GCP,Bengaluru,Male,B.A,14,2344242
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,8,735768
MS SQL Developer,Hyderabad,Male,B.A,5,2066887
Cuda Developer,Noida,Female,BCA,14,1172362
Data Analyst,Gurugram,Male,B.Com,14,1733886
"MS SQL Developer,","Fazilka , Punjab - Punjab",Female,B.Tech/B.E.,26,681153
BMC control admin,Coimbatore,Female,B.Sc,24,1695723
Linux Admin,Indore,Female,B.Tech/B.E.,10,1349301
performance testing,Hyderabad,Male,B.A,13,2095802
Product Owner,Noida,Female,B.Tech/B.E.,16,531116
UI/UX Designer,"Cuttack, Odisha - Odisha",Male,B.Tech/B.E.,25,2283417
MS SQL Developer,New Delhi,Male,B.Com,13,1493628
Data Engineer (EKL),Hyderabad,Female,B.Sc,26,1497825
Java With Flowable,Kanpur,Male,B.Com,24,856654
Android Mobile and IOS App Developer,Navi Mumbai,Male,B.Tech/B.E.,24,1309840
Supply Chain Warehouse,Bhubaneswar,Male,BCA,8,1668514
UI/UX Designer+Figma,New Delhi,Male,B.Sc,28,1519106
Distributed Support,Pune,Male,BCA,22,1509279
UI/UX Designer+Figma,Chennai,Male,B.Sc,26,1186502
UI/UX Designer+Figma,Ayodhya - Uttar Pradesh,Female,B.Tech/B.E.,20,654817
DATA BUSINESS ANALYST,Hyderabad,Female,B.Sc,8,623437
BA Asset Management,Hubli,Female,B.Tech/B.E.,14,2449904
Product Manager,Gurugram,Male,BCA,21,1719373
Cuda Developer,Mumbai,Male,BCA,17,1954906
"Data Analyst, Data Engineer,",Bengaluru,Female,B.PHARMACY,6,2195626
OIC Developer,Patna,Male,B.Sc,28,1302099
AWS Data Engineer,Pune,Female,B.Tech/B.E.,8,854947
UX Developer,Pune,Female,B.Tech/B.E.,12,2341054
SAP MDG Developer,Hyderabad,Female,Diploma,17,2456341
Distributed Support,Nagaur,Male,B.A,6,2141208
Distributed Support,New Delhi,Female,B.Sc,28,1340826
MS SQL Developer,Lucknow,Male,B.Pharma,23,1123882
MS SQL Developer,Noida,Male,B.Sc,14,1836257
MS SQL Developer,Chennai,Male,B.Sc,6,1925304
SAP MDG Developer,New Delhi,Male,BCA,8,2448077
SAP MDG Developer,Kaithal,Male,B.B.A/ B.M.S,24,649864
MS SQL Developer,Bengaluru,Female,BBM,19,1970939
MS SQL Developer,New Delhi,Male,B.Tech/B.E.,20,2364562
MS SQL Developer,Hyderabad,Female,NA,20,2074475
MS SQL Developer,New Delhi,Male,BCA,22,1099602
MS SQL Developer,Mumbai Suburban,Male,B.Sc,7,1753845
MS SQL Developer,Hyderabad,Female,Diploma,13,2361727
Cuda Developer,New Delhi,Female,BCA,15,1111320
MS SQL DEVELOPER,Kolkata,Female,B.Tech/B.E.,15,986138
Cuda Developer,Bengaluru,Male,B.A,20,1005850
Workday,Noida,Female,B.Tech/B.E.,19,2211589
Product Owner,Noida,Male,B.Tech/B.E.,15,2066896
Product Owner,Coimbatore,Male,B.Tech/B.E.,25,1006931
Sr. Product Manager,Mumbai,Female,B.Tech/B.E.,24,1612441
Product Owner,Gurugram,Female,B.Tech/B.E.,14,1850579
UI/UX Designer+Figma,Noida,Male,B.Tech/B.E.,20,1611955
Lead Business Analyst,Ghaziabad,Male,B.Tech/B.E.,5,1737210
Oracle Banking Trade Finance,Bhatkal,Female,B.Tech/B.E.,21,878906
UI / UI/UX Designer,Noida,Female,B.Sc,15,2499499
,Chennai,Female,B.Sc,21,1747409
Oracle BI ETL Deve,Noida,Male,B.Sc,27,2114902
Tableau Server Admin,Pune,Female,B.A,23,1383002
Supply Chain Warehouse,Prayagraj,Female,B.Com,5,1429982
Senior Infrastructure,Bengaluru,Male,B.Com,12,2335094
Supply Chain Warehouse,Gurugram,Female,B.Com,7,796399
Supply Chain Warehouse,New Delhi,Male,B.Sc,21,1071841
MS SQL Developer,Gurugram,Female,B.Com,22,1709858
Business Analyst-CR,Hyderabad,Male,B.Tech/B.E.,6,509377
Business Analyst-CR,Pune,Female,B.Tech/B.E.,13,836074
AWS Data Engineer,New Delhi,Male,B.Tech/B.E.,15,1133233
Workday integration,Noida,Male,B.Com,14,2437314
Senior Infrastructure,Not Mentioned,Female,B.B.A/ B.M.S,25,1481930
IAM Sailpoint,Kochi,Female,B.Sc,18,738030
Salesforce,Chandigarh,Male,B.Tech/B.E.,25,562323
Te chnic a l Pr o j e ct Mana g e r,Chennai,Female,Diploma,23,2138942
Oracle Banking Trade Finance,Noida,Female,B.B.A/ B.M.S,9,1372531
Mainframe Support,Gurugram,Female,BCA,20,1473867
Java with Flowable,Amritsar,Male,B.Sc,24,1359364
Cuda Developer,Jalgaon,Male,B.Tech/B.E.,5,970143
Data Analyst,Kolhapur,Male,B.Com,8,1770229
Product Owner,Bilaspur,Male,B.Tech/B.E.,18,918523
C++,Noida,Male,B.Com,9,2115979
Cuda Developer,Thiruvananthapuram,Male,Mtech,19,1823427
C++,Gurugram,Female,B.A,6,1889629
UI/UI/UX Designer,New Delhi,Female,B.Tech/B.E.,21,1758217
UI/UX Designer+Figma,New Delhi,Male,B.Sc,28,1649690
UI/UX Designer,Mumbai,Female,B.Tech/B.E.,10,2011802
UI/UX Designer,Gurugram,Male,B.Sc,9,1966566
Software Testing,Pune,Male,B.Com,8,1925903
C++,Hyderabad,Male,B.Com,8,1478838
UI/UX Designer+Figma,New Delhi,Male,NA,23,828157
C++,Gurugram,Male,B.Tech/B.E.,22,2493704
Agile project manager,Pune,Female,B.Sc,18,737782
UI/UX Designer+Figma,Gurugram,Male,B.Tech/B.E.,25,1679788
Cuda Developer,Bengaluru,Male,B.Sc,16,1023431
Oracle BI ETL Developer,Hyderabad,Male,BCA,25,883762
"Product Owner, Sr. Product Manager,",Bengaluru,Female,B.Sc,17,2051774
"Product Owner,",New Delhi,Male,B.Tech/B.E.,23,958810
UI/UX Designer+figma,Gurugram,Male,B.Tech/B.E.,9,2110264
Servicenow Develope,Pune,Female,Diploma,26,897779
ServiceNow,Mumbai,Male,B.Tech/B.E.,28,2060142
"Servicenow Principa,",Hyderabad,Male,BCA,24,1802863
Product Manager,Ramnagar,Male,B.Tech/B.E.,18,1101308
UI/UX Designer+figma,New Delhi,Female,B.A,23,1265310
UI/UX Designer+Figma,Gurugram,Male,B.Tech/B.E.,22,1010767
ruby on rails,Noida,Male,B.Tech/B.E.,16,2390255
Oracle DBA,Bilaspur,Female,B.A,8,1340353
UX/UI Lead Designer,New Delhi,Male,B.Com,28,1370779
Senio infra structre specialist,Pune,Male,B.Com,6,1407639
BA Asset Managemen,New Delhi,Male,Diploma,9,627018
Oracle BI ETL,Noida,Female,B.Com,18,1893147
UI/UX Designer,Pune,Female,BCA,9,545383
MS SQL,Hyderabad,Male,B.A,14,1051565
SERVICE PROGRAM MANAGER,Mumbai,Male,BCA,11,2285895
"Product Owner, Product Manager",Kolkata,NA,B.Sc,15,950860
Apache Druid,Navi Mumbai,Female,B.Sc,8,933128
MS SQL,New Delhi,Female,BCA,13,2336352
"Prouduct Owner,Product Manager",Guwahati,Male,Diploma,17,801186
Cuda Developer,Bengaluru,Female,B.Sc,14,719938
UI/UX Designer,Bengaluru,Male,B.Tech/B.E.,27,2080264
Product manager,Chennai,Female,LLB,24,2466419
MS SQL Developer,New Delhi,Female,B.Com,18,833710
Supply Chain Wareho,Bengaluru,Male,B.Com,24,951778
DI Eclipse architect,Gurugram,Male,BCA,16,507601
Python Automation,New Delhi,Male,B.A,23,1548662
Network Engineer,Kolkata,Male,B.A,14,2114039
Liferay developer,Pune,Male,BCA,23,671176
supply chain,New Delhi,Female,B.Com,15,2080916
Data science,New Delhi,Male,B.Sc,27,1389561
Salesforce developer,New Delhi,Male,B.Com,15,2352973
C++,Nagpur,Male,Diploma,27,1960473
C++,Noida,Male,NA,26,1907385
C++,Mumbai,Male,B.Com,15,1712914
C++,New Delhi,Male,B.Com,9,1838737
Cuda Developer,Tiruchirapalli,Female,B.Sc,24,1494007
Cuda Developer,Mumbai,Male,B.Com,21,1916992
C++,New Delhi,Female,BCA,27,1824821
C++,Pune,Female,B.Tech/B.E.,21,1050724
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,16,992942
C++,Pune,Male,B.Tech/B.E.,23,1799636
C++,Pune,Female,B.Com,7,664018
Cuda Developer,Noida,Female,B.Tech/B.E.,25,1694566
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,23,2041799
C++,Noida,Male,B.Tech/B.E.,26,947508
C++,Dindigul,Female,B.A,8,1693607
C++,Noida,NA,BCA,28,1614704
C++,Mumbai,Male,B.Tech/B.E.,25,1274677
C++,Bengaluru,Male,B.Tech/B.E.,27,2344381
C++,Siliguri,Female,BBA,19,741199
C++,Kolkata,Female,B.Com,28,647467
Cuda Developer,Hyderabad,Male,B.Tech/B.E.,11,2236031
Cuda Developer,Bengaluru,Male,B.A,14,996844
